wall_time,phase,striker_x,striker_y
1790053350.115518,5,0.000000,0.447000
1790053350.502117,5,0.000000,0.447000
1790053350.824882,5,0.000000,0.447000
1790053351.131755,5,0.000000,0.447000
1790053351.440919,5,0.000000,0.447000
1790053351.753290,5,0.000000,0.447000
1790053352.060782,5,0.000000,0.447000
1790053352.367603,5,0.000000,0.447000
1790053352.691384,5,0.000000,0.447000
1790053352.981906,5,0.000000,0.447000
1790053353.233313,5,0.000000,0.447000
1790053353.482271,5,0.000000,0.447000
1790053353.769968,5,0.000000,0.447000
1790053354.083915,5,0.000000,0.447000
1790053354.369643,5,0.000000,0.447000
1790053354.609034,5,0.000000,0.447000
1790053354.843811,5,0.000000,0.447000
1790053355.086228,5,0.000000,0.447000
1790053355.376367,5,0.000000,0.447000
1790053355.688145,5,0.000000,0.447000
1790053356.154184,5,0.000000,0.447000
1790053356.784408,5,0.000000,0.447000
1790053357.444978,5,0.000000,0.447000
1790053358.042074,5,0.000000,0.447000
1790053358.572463,5,0.000000,0.447000
1790053359.180577,5,0.000000,0.447000
1790053359.690956,5,0.000000,0.447000
1790053360.395139,5,0.000000,0.447000
1790053360.997457,5,0.000000,0.447000
1790053361.745665,5,0.000000,0.447000
1790053362.455085,5,0.000000,0.447000
1790053363.142576,5,0.000000,0.447000
1790053363.957514,5,0.000000,0.447000
1790053364.896945,5,0.000000,0.447000
1790053365.520398,5,0.000000,0.447000
1790053366.479827,5,0.000000,0.447000
1790053367.002654,5,0.000000,0.447000
1790053367.381590,5,0.000000,0.447000
1790053367.873609,5,0.000000,0.447000
1790053368.444908,5,0.000000,0.447000
1790053369.064124,5,0.000000,0.447000
1790053369.629764,5,0.000000,0.447000
1790053370.201178,5,0.000000,0.447000
1790053370.781199,5,0.000000,0.447000
1790053371.498251,5,0.000000,0.447000
1790053372.198238,5,0.000000,0.447000
1790053372.851753,5,0.000000,0.447000
1790053373.445942,5,0.000000,0.447000
1790053374.197427,5,0.000000,0.447000
1790053374.608309,5,0.000000,0.447000
1790053374.948442,5,0.000000,0.447000
1790053375.274195,5,0.000000,0.447000
1790053375.600449,5,0.000000,0.447000
1790053375.933395,5,0.000000,0.447000
1790053376.256037,5,0.000000,0.447000
1790053376.550030,5,0.000000,0.447000
1790053376.857475,5,0.000000,0.447000
1790053377.199683,5,0.000000,0.447000
1790053377.535950,5,0.000000,0.447000
1790053377.814342,5,0.000000,0.447000
1790053378.206974,5,0.000000,0.447000
1790053378.549483,5,0.000000,0.447000
1790053378.855271,5,0.000000,0.447000
1790053379.241672,5,0.000000,0.447000
1790053379.639391,5,0.000000,0.447000
1790053380.025364,5,0.000000,0.447000
1790053380.419426,5,0.000000,0.447000
1790053380.817137,5,0.000000,0.447000
1790053381.190470,5,0.000000,0.447000
1790053381.496877,5,0.000000,0.447000
1790053381.800731,5,0.000000,0.447000
